text,attributeScores.INSULT.summaryScore.value
leopizzol água benta anti covid confia,0.2582476
rodolfo imunizado toda semana nem de vacina precisa,0.2580888
patriciapillar  depois de receber o noticia do falecimento do ex prefeito  de nova iguaçurj nelson bornier presto meus sentimentos de condolências aos familiares e criticas ao genocida jairbolsonaro  leianquem apoia bolsonaro cita joão  mas vive joão,0.25797564
andreiasadi morto não paga impostos a solução já existe vacina nvacinaparatodosja,0.25789076
enquanto tiver todo mundo saindo sem máscara indo para aglomeração o covid não vai acabar nunca querem que a doença vá embora do nada  não tem ninguém se esforçando para isso acabar logo e vem pra rede social fazer gracinha,0.25779846
jdalbernaz  swtestdark comprovação tirada do cunporque cientista nenhum falou de método de cloroquina nãontratamento preventivo pra covid não existe,0.2577698
juliette pedindo info da vacina kkkkkkkkkkkk minha filha não mudou absolutamente nada desde que você entrou ai,0.2576591
america do sul parece ser o unico continente do mundo q n teve medidas contra o covid,0.2574938
gio perguntou se eu tinha visto o caso do pstor de giania e eu toda inocente achando que era covid,0.2573363
monark hoje porem com as medidas porcas tomadas pelo nosso atual governo deixamos cepas muito mais infecciosas e perigosas comparadas as cepas originais cepas novas essas que podem n responderem as vacinas ou seja falta de lockdown pode por em risco a eficacia das vacinas,0.25711972
eu não aguento mais perder meus  no meio de uma pandemia quando eu poderia estar fazendo as maiores loucuras possíveis pelo mundo covid por favor,0.25706315
se não fosse a coronavac não tinha vacinas no brasil,0.25703734
eu com dor de cabeça nnis this covid  am i dying,0.25699225
as posturas adotadas pelos governos estão me deixando cada dia mais assustadanvamos depositar nossos esforços na compra de vacinas sr presidente pfvnvacinaparatodosja,0.2569521
brasil pode virar celeiro de variantes do coronavírus   podemos fugir para as colinas,0.25687602
acho que peguei covid  com alguns sintomas faz tempo que não sinto o cheiro dela,0.25675770000000003
só se torna “sério” qnd alguém próximo morre,0.25663558
bota bota bota essa vacina na minha xota,0.2565404
chicobarney boninho não tá dando para o proletariado hoje até chegaram notícias de política e covid na minha timeline melhora isso aí,0.25621545
vem sendo dito de forma independente espontânea por todos os humanos ainda lúcidos neste planetano covid  é um novo tipo de religiãonse prega um novo tipo de culto no qual a vida saudável e normal plena de riscos e de alegrias está sendo combatida e será criminalizada,0.25595495
tonskatemore lindolfojunior mblivre jairbolsonaro lógica básica se tu não tem prova contra uma pessoa você não pode chamar ela de culpadannse apresentasse estudos ou seu diploma ai para confirmar que essas vacinas não funcionam não tinha discussão,0.2556755
tá tão triste essa situação do covid tá tudo lotado estamos fazendo transferência o tempo todo e recebendo quando surgi uma vaga pessoas que entraram andando conversando indo pro tudo os rins parando tô exausta,0.25560537
gefridot sanbritish   o butantã é do brasil e não do doria vai entregar estas vacinas mas quem paga é o governo federal  se deixasse na mão dele este dinheiro desapareceria como sumiram os bilhões dos hospitais de campanha,0.25553942
joniy srngvx monark é que ele deve achar que se o trabalho é em casa então tá  seguro entrou em casa covid morreu,0.2551736
o covid veio um dos vizinhos tá de coronga vou só ver quem serão os contaminados da vez,0.25513384
mais de  meses de atraso uma vacina que poderia estar sendo distribuída desde dezembro do ano passado que foi ofertada em agosto de  ao governo federal é de desanimar,0.25511968
diulliasc aí guria nem me fala ano passado eu falei a mesma coisa e daq a pouco é meu bday e nem vacina ainda,0.25510058
vc sabia  achocolatado  azeite  batata frita embalada  barra de cereal  biscoitos  temperos  leite condensado  uva passa esperando alexandre garcia falar q essa é a fórmula da vacina do marcos pontes n,0.25508243
tn itália bloqueando exportações de jab da austrália é compreensível   coronavírus morrison relaçõeseuaustrália vacinaparaocoronavírus,0.2550761
augustodefranco vamos fazer algo enquanto não podemos ir às ruasnncolar cartazesncolocar faixasnfazer carreatas organizemnnvamos pressionar n☆por vacinasn☆pela cpi da covid atuação de bolsonaro e pazuellio na pandemian☆pelo mpeachment de bolsonaro nnem sp o cartaz fala direto ao povo,0.25503904
severoraissaa com vacina nao tem transmissão em massa e não tem variante do virus,0.2548391
meu deus dor de cabeça será que tô com covid,0.25482726
eu não acredito mano fui fazer o exame p saber se eu peguei covid dnv ai no teste apareceu que eu testei negativo p covid e positivo p,0.2546818
bernardocrf maurormf hospitais de campanhas pelo rio fechados sem ao menos ter a vacina nne agora querem fazer lockdown as empresas comércios não vão aguentar mais uma parada nnvai ter demissão em massa no brasil,0.25440294
bom diannroberto carlos pelé zagallo lima duarte caetano veloso e outros figurões deveria pagar pela vacina só acho nnbora trabalhar enquanto ainda estamos vivos e que deus nos proteja,0.25372115
tô tão triste por estar doente o teste do meu pai deu negativo e hoje ele teve que fazer outro no hospital no fundo eu sei que é covid pq todo mundo ficou doente aqui em casa e todo mundo tá mal com isso espero que a gente melhore logo e que isso passe o mais rápido,0.2531491
tudo voltando ao que era antes mas o antes no começo da pandemia coronavirus usemascara mascara mascarasalva  pandemia brasil fiqueemcasa,0.25314546
meu pai depois de falar pra mim um monte de coisa sobre covid em floripa eh voce quem decide filha amada,0.2529155
brasil registra  mortes em  horas total chega a  mil coronavirusn googlenews,0.25278379999999995
jairbolsonaro ei presidente pede ajuda ao dória ele fez lockdown e a economia de são paulo cresceu  ele comprou vacinas e distribuiu para o brasil todinho a final você q é presidente ou ele,0.25277310000000003
antoniotabet na casa da minha mãe não dá porque ela morreu de covid,0.25275916
já se sabe um pouco mais há aqui ilegalidade qb para um inquérito judicial nn,0.2527043
ameal dio postivo de coronavirusesto es bokeee,0.2521047
cleitondare andreiabizzo    miguelnicolelis uneoficial ubesoficial sindicato denuncia morte de  professores por  após a volta às aulas em spncoronavirus covid  beattrice ethelmacielnbinerighetti taschnernataliandogarrett,0.25188530000000003
deusahela jairbolsonaro  madrilima ivanaastrosol aracildahansen  jcdemocratismo zabucarodrigo   krisengla   olha a deusa provocando o presidente  provocar tb vai comprar vacina,0.2518784
governo bolsonaro prevê ter só um quinto das vacinas de oxford esperadas para março,0.25158864
deputadofederal cadê as vacinas,0.25157508
alta mão achar alguém que saiba conversar sobre qlqr coisane as que sabem o tempo de resposta é de  em  horane pnc do covid,0.25157067
meu filho não sabe dar tchauzinho mas sabe passar alcool em gelnta feliz coronavirus,0.25116795
flaviobrasiljr brksedu mais a situacao se arrasta com a producao de novas variantes decorrente do vírus correr solto pois pode ameaçar as vacinas,0.25088987
hospitais rafael fernandes e são luiz em mossoró já contam com novos leitos covidn,0.25085163
a prefeitura concluiu que o caso foi racismo,0.25060773
a prefeitura concluiu que o caso foi racismo,0.25060773
países com mais óbitos por coronavirus hoje       estados                                                              total  novas mortes hoje,0.25054485
engraçado é que só tem covid nas nossas diversos baresshopping praia etc pq não manda fechar o brt por aglomeração é fd,0.25048503
que orgulho de tú caetano um dos maiores nomes da música brasileira pregando a vacinação muito obrigada caetano por ser tão maduro em relação a vacina vacinajá,0.25038317
carta ao presidente jair bolsonaro cobra agilidade na compra de vacinas contra a  via sbtnewsn,0.2503562
caraca testei positivo pra covid,0.25027764
dogenocida foi um erro o fechamento dos hospitais de campanha era certa nova onda mais agressiva os estados também têm sua parcela de culpa mas a responsabilidade de controlar a pandemia e comprar vacinas é do pr se tivesse protegido o povo seria reeleito mas deixou o povo à deriva,0.2502377
oggh eu só fico bem enquanto não leio sobre o governo e a covid ou seja,0.25018513
numa brincadeira dessa pré covid já tinha pegado todas as minhas amigas,0.25004560000000003
fiquei o dia inteiro no hospital e ouvi gente chorando pq estavam esperando os parentes morrerem de  eu tento não focar tanto nas notícias pra não entrar em colapso cmg mesmo e com meu medo mas depois de ouvir a filha chorar pq nem pode se despedir impossível,0.24978776
fabianinho cadê a  milhões de vacinas que a pfizer ofereceu ao presidente no ano passado mais ele não respondeu a mensagem,0.24976923
fui assistir o vídeo do tiago contando para o elenco do  sobre o coronavírus e foi o maior gatilho de todos os tempos a gente não tinha ideia da dimensão que iria tomar das vidas que seriam perdidas eu ainda não sei como a gente continua de pé,0.24970214
cbaladepre rconstantino em rede nacional ele criticava o presidente mais tinha que fornecer os medicamento pois o ministério da saúde enviou muitos comprimidos de cloroquina e outros medicamentos está no portal do covid,0.24967653
bem entendi agora pq ela n dormiu ela começou a ter as paranoias dela com o covid e jura q está com falta de ar,0.2496469
adriventurasp o interessante é que o covid resolveu o problema de mortes por outras doençasde  pra cá quase não morreu ninguém por dengue e pneumonia rapazque interessante né onde já se viu uma doença curar a outra pois é né,0.24957809
jairbolsonaro presidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacina,0.24955344
jairbolsonaro presidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacina,0.24955344
jairbolsonaro presidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacina,0.24955344
rivailleqr pior q eu peguei covid msm tem  semana ja q to melhor n fala isso,0.24953757
vacinação brasil em ritmo lento menos de  foram vacinados,0.24931605
carolaugust olha o covid,0.24920633
e isso vai acontecer no brasil todo tomara  vendo que a vacina não tem garantia nenhuma e custa um absurdondepois de muitos óbitos por falta de profilaxia só temos a lamentarnrogo a deus que seja implantado o kit no brasil que irá salvar muitas,0.24916619
eu fico chocada como a galera continua não ligando pro covid genteestamos a  ano nessa situação e tá pior do que no pico ano passado,0.24911593
adianta o q sobreviver o covid e ficar devendo horrores pos pandemia,0.24905476
basicamente todo mês eu tenho que ligar pra minha vó pra explicar tudo de novo do porque que a vacina não vai matar ela,0.24897124
o que mais me deixa triste por conta covid e do governo em relação a minha experiência acadêmica eh que eu n juntarei mais dinheiro pra comprar minha pizza de banana sempre  fui com deus,0.24892499
eu não sei vcs mas na casa da minha mãe não tem vacina,0.24892288
balneário camboriú registra  casos e um óbito nesta quintafeira,0.24882464
já me decepcionei tanto com esse sistema espero pelo menos que minha vó consiga tomar a vacina,0.24845307
ngoverno federal deve fechar compra de vacina da pfizernn notícia  direita segue  sdv   sdv gefridot  sdv sanbritish  sdv   sdv,0.24842020000000006
janainadobrasil ok mas a vacina mal deu pra vacinar os profissionais da saúde por favor jana,0.24839841
um gringo dentro de um barco passeando pelo amazonas no  “intervalo” entre a  e  onda agradece ao presidente bolsonaro por facilitar a entrada de americanos no país ele narra que por isso mesmo com a  se sentiu seguro em finalmente fazer a viagem,0.24830131
véi ta difícil nem a covid to pegando kkk,0.24828678
ingridvianac se assim já está o caos imagina com a elite imunizada disputando para ter acesso privilegiado às vacinas,0.2479437
então se vc toma a vacina e tem  automaticamente vc vira a ariana grande,0.24781965
qualfoi covid chatão em,0.24760959
stf impediu o presidente de agir na covid,0.24752396
campeões dos vacinadosnnouro seicheles  israel  eau  cidade quer comprar a sputnik v aprovo e recomendo esta reportagem sobre o seu desenvolvimento,0.24735595
maribah a vacina de gripe de todo ano é  não,0.24735022
ow vei to c covid so queria pedir um suco de acerola p minha madrinha e mandei no grp das meninas,0.24729593
monark pirula imagine que a vacina não estivesse sendo produzida o lockdown seria até a vacina está pronta ou até todos do mundo não tiverem contato com o vírus não sei se vc entedendeu a essência do que estou querendo dizer,0.2471369
alicebiruta  meses de pandemia e o twitter não tem uma opção de fake news sobre a covid,0.24713576
meu deus que dornuma jovem morreu de covid logo depois de dar a luz ao bebe gente pelo amor de deus a situação ta grave nao tem isso de ser idoso ou ter doenças crônicas se cuidem,0.24705014
eu acho que sou imune ao covid pq não é possível kkkkkkkkkkkkkkkk,0.24695131
estherreis só pelo medo do covid,0.24680759
jairbolsonaro trabalho presidencial é todo aquele que o presidente trabalha e pensa no melhor para seu povo que pensa em medidas sanitárias em uma pandemia compra vacina para o fim da pandemia que pensa em medidas para não parar a economia ficar de braços cruzados não ajuda ninguém,0.24661072
culpando quem está recebendo a vacina sendo que a gente sabe que a parada é muito maior e quem vai negar vacina a essa altura do campeonato,0.24651687
delucanniotti remédio que eu tomo todo ano pra não pegar piolho hahahahanmas não funciona pra covid só pra avisar takkkkkk minha irmã tb toma e pegou covidkkkkkk,0.24640658
é desesperador sério ⚡️ “brasil pode virar celeiro de variantes do coronavírus” de estadao,0.2462336
janainadobrasil eles fazem o presidente fazer do jeito que eles querem para quebrar o governo só pode não tem outra explicação esse tal de fecha tudo e aumento do covid só aumenta em fevereiro e março de cada ano paz,0.24602966
tá bom mas quem vai proibir os bailes funk maior motivo de aglomeração em sg e niteroinniterói anuncia novas medidas restritivas para diminuir propagação do coronavírus  rio de janeiro,0.24592721
vieiragiuu matnub ainda bem que sou linda anti covid,0.24588038
ilustrebruno governadores e prefeitos que querem mais verbas sem controlennse ficar provado que remédios baratos são eficazes acaba o problema acabam os lockdowns as jilhoes de doses de vacinas e tratamentos caros e todo mundo volta a viver com precauções mas normalmente que é o certo,0.24557132
não podemos mais ignorar a necessidade de um impeachment por crime de responsabilidade e diversos outros entregar a população a uma doença isso que foi feito precisávamos de vacina mas ele estava preocupado demais em desmerecer o possível concorrente em,0.24550767
dougvasil chegou a vez dela já fica de olho quando for aplicar a vacina hein qualquer coisa da uma banda na enf,0.24545836
covid trabalhadores da área da saúde são imunizados em caçador,0.24544784
fui diagnosticada com covid no mesmo instante comecei a me desesperar por estar com uma máscara ruim caia do rosto o tempo todo e eu sabia que estava expondo as pessoas na cabeça só vinha o medo de ser entubada o pavor de contaminar alguém e o medo de abandonar minha vó,0.24544784
helderbarbalho o objetivo é sangrar a economia fazer birrinha contra o gov federal comprar sem licitação fazer a farra com dinheiro público e destinado a covid e saúde e outras mazelas mais  nncadê os respiradores  um ano passou e o pa continua na mesma situação de março de,0.24534921
betofunari senalessandro vc viu q sp foi o único estado que cresceu em  qdo o pib de todo o país e de todos os países caíram e que só a vacina controlando a pandemia vai permitir a saída da crise econômica global,0.24509712
monicabergamo  homem é preso no rs pela  vez por espalhar a  de propósito  band,0.2450283
joaoi c certeza eh ela q ta abrindo as janelas dos hospitais e farejando covid,0.24493006
adozoipuxado vem a vacina do corona junto,0.24485227
decademartori os governadores reabriram vários hospitais de campanha já que o presidente está aglomerando em todo canto do brasilnnão existe estudo científico que indica que o tratamento preventivo da cloroquina tem eficácia contra covidnnão adianta dar dinheiro se não haver distanciamento,0.24471638
cadê as vacinas da fiocruz porque o butantan está produzindo milhões de vacinas e a fiocruz não produzir até agora zero vacinas minsaude fiocruz,0.24436659
guerra das vacinas por que a itália bloqueou exportação de doses para a austrália  bbc news brasil bolsonarotemrazão,0.24431479
presidente do senado diz esperar que ministério demonstre com ações que não é negacionista,0.24421847
amendoncamjsp policiafederal o dinheiro ganho vai ser para o presidente enfim comprar as vacinas ou vai ajudar a pagar a mansão do filho,0.24406995
portugal era um país que liderava o ranking de casos de covid por habitante  hoje portugal ocupa um dos últimos países do ranking de contaminação e mortes por covid  isso resultado de um isolamento rigoroso e vacinação em massa,0.24381307
eu não acredito que a aline está internada mau de covid,0.2437949
sabe quem estaria comprando vacina juliette freire nneu digo sim para juliette freire presidente,0.24363358
caiuoliver  pós vacina kkkkkkkkkkkk,0.24362557
juninholima uolnoticias uol assistindo a globo news me pareceu estranho o depoimento do pg a favor da vacina em massa e rapido serasse um golpe,0.24361314
um medo absurdo de pegar covid por causa da irresponsabilidade de outros,0.24359746
vidalperfeito  sigagazetabr você leu a bula das vacinas leia e vai entender,0.24354471
battlnsun pra que vacina tá imuneh a vida inteira,0.2435061
claudioedantas quem disse que cura ela evita que o vírus entre no seu organismo de uma forma mais violenta nem a vacina vc tem  de eficácia muitos já tomaram vacina adoecerem e chegaram a óbito por isso não vamos nos vacinar,0.24349272
correio é bom que sobra mais vacina,0.24321806
claudioedantas claro não há vacinas nem para suprir países que já pagaram há mais tempo quanto mais isto aqui que resolveu comprar ontem,0.24316779
se a covid não matar minha mãe eu vou,0.24306420000000006
filipebarrost quando vão revogar a lei que moro fez e que chancela a ditadura do covid,0.24304585
senoriovisto cpi da covid ao se for para investigar governadores e prefeitos que gastaram o dinheiro e não fizeram nada,0.2429776
préhospitalar local rua arno loss  portouniao  masculino idoso passando mal suspeita de covid,0.24285088
cê não tá entre nós pq sua máscara caiu bem antes do coronavirus,0.24273506
acordo no meio da noite e recebo a notícia da morte de uma pessoa querida não foi por covid mas por outra doença o que a  covid fez foi impedir a presença das pessoas e impedirá q possamos dar apoio à família isso tbm é muito ruim vivemos dias tristes,0.24264522
cientistas afirmam que certos tipos sanguíneos têm maior chance de contrair   via olhardigital,0.24194413
cientistas afirmam que certos tipos sanguíneos têm maior chance de contrair   via olhardigital,0.24194413
jovempannews andresiqueirac o que adianta governadores pedirem ações se este governadores embolsamdesviam toda verba destinada a vacina,0.2418633
porto alegre uti adultonconfirmados covid  ant  covid  pacientes  ant  covid  de  leitos ant  de  da uti  ant,0.24182984
morrendo de medo dessa nova onda do covid ntudo bem que tenho impressão de já ter pego mas sla,0.24181819
carlafam zdoficial vacina auxilio testagem e isolamento se nao controlarmos a transmissao do virus nao voltaremos à atividade normal,0.24164234
muelb depois dessa onda pânico de covid a gnt vai tá la sempre,0.24152212
o  que mais vacina fala sério estamos longe de cumprir um calendário mínimo de vacinação é uma bagunça total sem previsão de quando teremos vacina apesar do esforço de governadores e o auxílio emergencial foi ideia da oposição que sugeriu criou e deu  reais,0.24136978
edupaganella eu tenho uma vacina mas quero que ela seja de todosn,0.2413285
estadao estadaoeconomia sim vacina funciona mas se nem a europa consegue comprar a quantidade que precisa quem dirá nós,0.24120177
levikaique  tatinefertari mentira o governo ofertou  reais quando não havia nem casos de covid ainda antes de fecharem tudo o governo já estava pensando nisso conforme as coisas foram piorando o valor aumentou,0.24089405
sem leito sem saúde sem vacina entregues à sortennna fé e com deus tudo possonnum dia vai ser no deles mas hoje é só no nossonnmarcelofalcao,0.24087244
pandemiannaumento dos casos de covid paralisa catarinense e paranaense cearense é afetadonn,0.24057503
mais de  mil mortos pela covid  no estado de são paulo hein sr gestor jdoriajr  ncadê os hospitais de campanhanquantos leitos de uti o sr abriu desde o inicio da pandemia,0.24053872
onque eu penso da vacina hj nada do jeito que vai indo devo ser vacinado em novembro e isso a primeira dose pessimista não só olho o todo ne o todo hoje é tenebroso,0.24045195
nunca houve lockdown no brasil e o lockdown não é solução é uma medida paleativa para desafogar o sistema de saúde o que resolve é a vacina que o nosso desgoverno desdenhou simples assim,0.24041927
minha mãe começou hoje a trabalhar no setor do covid e tava com medo por causa de mim e do meu irmão depois que postei os stores dele e do nosso dog dormindo ela me mandou foto chorando dizendo que amava nós e que td q ela fazia era pra gente se orgulhar de ter ela como mãe ❤️,0.24033134
era meus planos pra  mas o covid estragou tudo,0.24031681
jairbolsonaro justicagovbr amendoncamjsp mapabrasil terezacrisms uai vc recebeu alguma notícia sobre negociações de doses de vacina efetivas e comprovadas o que eu vi e acompanhei foram diversas negativas se vc souber de algum acordo firmado com vacinas com eficiência comprovada mande aqui ficarei feliz em saber que teremos imunidade,0.24029751
alexvtmendes e serio que irão a todo custo impor essa vacina pra todos seriam essas mais de  milhoes de doses pra todos os brasileiros obrigatoriamente ou ainda temos a liberdade de escolha,0.24024054
oh covid por favor eu não aguento mais só quero ir pra um rodízio de pizza mas minha mãe não me deixa sair de casa,0.23998920000000004
zeclubista mais que dobrou o número de leitos houve investimentos mas não se investiu em prevenção correta  ao invés de gastar energia com vacina gastouse com tratamento precoce que não é prevenção é placebo o exemplo que vem dos governantes não é bom também,0.23992804
se pa é imune até do covid,0.2398923
a vacina lógico é mais importante de tudo mas sem impeachment dele todo resto fica ameaçado n mínimo atrasar bastante,0.23974837
eu comecei a compartilhar coisa do covid nos ultimos dias e o guri veio dizendo q eu to causando panico nas pessoas mas esse é o objetivo veikkkkkk,0.23971225
tombsgostosa as novas variantes do covid,0.23967326
hospital de pronto socorro de porto alegre uti adultonconfirmados covid  ant  covid  pacientes  ant  covid  de  leitos ant  de  da uti  ant,0.23944294
elizialeite  muitonas vacinas não são confiáveis pelo simples fato de queimarem etapas a fase de testes é fundamental e não houve tempo p fazêlo,0.23940471
eu começo querer gripar njá fico mds será que é covid,0.23893452
sixelmalvado  o pib sob dilm em  caiu  naquela época não tinha covid nimagina se tivesse covid,0.23891923
esse vídeo contra o  do governo de goiás bateu forte mas é uma mensagem que precisamos ouvir use máscara e fuja de aglomeração se não por você pela sua família,0.2384928
e pensar que meu ultimo rolê antes do covid foi com os maravilhosos e cheirosos nicolebmt vavalsk e o menino nicolas la no blues momentooos,0.23818679
gilluizmendes vacina contra raiva era uma eventona gente caiu da mudança,0.23794769
então fizeste o teste de covidn positivon deu positivon negativo n ah então deu negativon positivo,0.23779611
dúvida realnestá sendo aplicada somente a coronavac que são duas doses nénse forem aplicar outra vacina tipo a de oxford q devem comprar será somente uma dose,0.23773515
nelnovelo jdoriajr senhora graça ao pagamento de impostos de todos os paulistanos e a obrigação do direito contido na constituição federal esse governador apenas irrisoriamente está cumprindo leis ele não te deu nada milhões de paulistas com a vida em risco e ele não compra vacina para todos,0.23709446
o twitter deve sair do ar se novamente a constituição não for respeitada com relação a liberdade de expressão o direito dê criticar falando a verdade quê o governo só mente e está prevaricando no caso da pandemia mundial do  desde que começou a pandemia negacionismo,0.23709217
rolealeatorio razerbrazil rockstargames peguei covid vimpra casa terminar o tratamento zerando essa obra de arte hoje foi dia de despedir do arthur morgan,0.23694499
tive q tomar vacina de febre amarela de novo só pq perdi o comprovante p entregar no estágio agr meu braço ta mt dolorido mas uma vez sentindo essa msm dor,0.23676933
allanldsantos as vacinas eram para melhorar ou estagnar mas mortes e casos aumentaram com as vacinas ou eu estou errado a vachina veio para criar a pandemia que não existia jairbolsonaro,0.2366906
deem uma lida na parte em que o nicolelis explica o problema das novas cepas é quase um novo vírus é quase outra pandemia dentro da  pandemia aí a desgraça não tem fim sem lockdown nem vacina,0.23667683
fancypirouette tomara que seja alérgica à vacina,0.23667511
ssarahandrade já tá imune ao covid kkkkkk,0.23665656
joaoazevedolins meu véi as vacinas só podem serem entregues quando estiverem prontas o governo já comprou mas os laboratórios estão em plena produção e isso demanda tempo lockdown não é a solução mantenha tudo funcionando como está,0.23658928
augustodefranco se não fosse a vacina do butantã não haveria a de oxford no brasil essa última só foi viabilizada após a largada na frente da vacina “do dória “,0.23619841
nequitiascurra jahngalt klovaez oliverstuenkel é que você não sabe como funciona uma vacina amigo sei que no zap ou na board que vocês frequentam deve ter esse tipo de notícia chamativa mas não é tão simples assim inclusive na notícia em si é explicado o motivo disso mas é óbvio que você não leu né,0.2360239
oantagonista jairbolsonaro é porquê quando você teve a oportunidade de comprar não quis e agora está correndo atrás da mesma vacina,0.23564106
penso mt q eu nunca fui no rir aí quando a gente tava planejando preu ir veio covid eai eu fiquei mais sedenta ainda então quando eu for se for horrível eu n vo nem sabe pq vo estar num mundinho só meu,0.23554473
sem dar referências pazuello  diz que brasil é o  país que mais vacina no mundo,0.23549981
o remédio de verme e piolho que é usado sem qualquer eficácia comprovada para o tratamento de  nn,0.23507416
twicenelson vinikpop vou receber  reais de reembolso pelo show dela q eu ia e n rolou por covid,0.23502083
meu sentimento de pesar e quanto às pessoas que estão legitimando o desgoverno moisés aguardem sua hora vai chegarnn,0.2349568
espnbrasil agora a vacina está ai virou uma guerra política como eles querem que o povo leve algo a sério se eles não levam imunizem o povo pra tudo voltar ao normal agora os que têm dinheiro dizer para tudo é fácil e os outros ou maioria que vive de renda tu ai vai pagar as contas,0.23483543
desculpa mas deveria ficar sem vacina então,0.23471826
ssarahandrade covid chorando por n poder pegar eleh,0.23460817
raifcastro falta o biroliro diminuir essas consequencias mas o auxílio ta parado e não quer comprar vacina,0.23453975
jairbolsonaro pra levar o pão pra dentro de casa precisa estar vivo presidentencadê as vacinas,0.2344587
a vacina chegou e marcou uma conquista da etnia kuikuro de  indígenas  se infectaram mas ninguém evoluiu para a forma grave da covid a mobilização fez a diferença  jn,0.23439638
eduardoleite é só o senhor comprar nossa vacina com o dinheiro que recebeu do governo,0.23438205
mds alguém faz um churras e me chama qnd acabar o covid mds q vontade,0.23429872
elizialeite  meus sentimentos não confio em vacina feita nas coxas,0.23419398
o governo brasileiro acha abusivo a pfizer querer levar as questões judiciais referentes a vacina para os tribunais nos eua alguma empresa confiaria na segurança jurídica do brasil tenham dó kakakaakak,0.23393957
eilishsouvenir rareofsel a variante do covid que sua fav é fã de carteirinha,0.23378897
agora a pergunta que não quer calar a vacina vamos ter implorar pra ser na base do cosme damião e sair distribuindo ou tem plano b pra isso não demorar mais,0.23362975
lunarodriguess  jarleimatias muitos estudos comprovando atividade contra covid dê uma pesquisada,0.23342447
você pretende tomar a vacina contra a  quando chegar a sua vez,0.23325397
os cara brigando por causa de covid kkkkkkkkkkkk,0.2327683
webpalestra explica eventos adversos após aplicação de vacina contra a,0.2327295
com controle da covid china deve crescer  em   brasil,0.23250204
michellnunes   podia ter feito o mesmo ué comprado os insumos pra fazêla aqui ou comprado pra esperar a aprovação doria  fez  os  dois  mas a melhor hipótese era não comprar a vacina mais polêmica no mundo todo mas acho eu que essa era mesmo a intenção anunciar algo que continua,0.23225395
deiiccte vc ta aqui a  anos e o covid só veio agrentão fica tranquilo,0.23220311
cara um amigo de infância da minha mãe faleceu de covid,0.23203395
baumhardtrosa miguelteixeira tenho minhas dúvidas qto a eficácia da vacina pois ela foi feita com as cepas da primeira onda nas cepas da segunda onda são muito mais agressivas npoderá a mesma vacina ser eficaz contra cepas diferentes,0.23189346
jairbolsonaro minsaude tá e a vacina,0.23178051
que saiu na jama sobre os efeitos da ivermectina na covidnconclusão não funciona,0.23169927
notícia   nn   campinas define abertura de  leitos no hospital metropolitano até segundafeiranndisponível em   coronavirus  fiqueemcasa ficaemcasa,0.23159263
tenho  pacientes na emergência pra internar e uma vaga no cti covid a vaga é de quem tiver a internação autorizada primeironne há quem ainda questione a necessidade de lockdown,0.23148979
leomartins o problema todo eh o governo federal não ter feito a reserva anteriormente o q demonstra falta de planejamento e desprezo para ciência afinal o q se defendia na época era cloroquina torceram cloroquina por vacina deu no q deu,0.23144259
virou comediantennão há novos fornecedores são esses aínqueria que comprasse vacina sem saber a qualidade se registro na anvisa njá fostes numa ubs,0.23137072
janainadobrasil engraçado que depois da vacina  casos aumentaram não que está havendo e as  mortes depois dela ngm vai dar destaque,0.23122297
taulins eu vou trancar meu muay thai com dor no coração mas o negócio vai piorar e eu só quero vacina  é caminhar de manhã porque não tem ninguém,0.23118703
rodrigomaia uma revisão de onze pesquisas sobre a eficácia da ivermectina realizada pela universidade de liverpool mostrou que o vermífugo foi associado a uma redução dos níveis de inflamação e a uma eliminação do coronavírusnn,0.23117079
tinha um seguidor que era bastante ativo aqui no twitter sobretudo durante a campanha eleitoral o coitado apostou todas as fichas em bolsonaro logo constatou que estava enganado mas insistia na defesa do coiso a teimosia acabou de forma trágica faleceu esta semana de covid,0.2310366
eduardopaes claro que o número de pessoas com sintomas de covid  aumentou e sabe por que o feriado de carnaval que o sr deu ponto facultativo da aí  dias depois o resultado desse feriado que não deveria ter existido não teve carnaval mas teve feriado,0.23099819
e eu achando que o covid ia ir embora na virada do ano,0.23092212
vou falar de novo covid não é brincadeira se cuidem e cuidem dos seus,0.23073156
thifie  então nao existe esse tal estado mínimo em canto nenhum né onde a vacina está sendo paga em clínicas particulares,0.23070537
eu não achava que estava com covid mesmo espirrando e com a garganta ruim mas agora que eu tive contato com uma pessoa positiva a semana toda eu tô achando que tô com covid,0.23052533
criança de  anos morre de  após contrair doença durante volta às aulas,0.23046072
proibições necessárias mas o trabalhador não tem como sustentar isso o país tá quebrado povo não vai morrer de covid mas vai de fome difícil,0.23042382
